transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,Unnamed: 46
1-102-2025-66438,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,24-07-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ربدان جيتس,Rabdan Gates,3587,ربدان جيتس,Rabdan Gates,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,36.56,586765.0,16049.38,,,1.0,1.0,0.0,
1-102-2025-55085,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-06-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ربدان جيتس,Rabdan Gates,3587,ربدان جيتس,Rabdan Gates,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,73.57,1010000.0,13728.42,,,1.0,1.0,0.0,
1-102-2025-94181,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-09-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ربدان جيتس,Rabdan Gates,3587,ربدان جيتس,Rabdan Gates,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,80.7,1136000.0,14076.83,,,1.0,1.0,0.0,
1-102-2025-134711,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.6,675999.0,19537.54,,,1.0,1.0,0.0,
1-102-2025-131994,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,24-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.73,689999.0,19867.52,,,1.0,1.0,0.0,
1-102-2026-6460,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,20-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.6,683999.0,19768.76,,,1.0,1.0,0.0,
1-102-2025-134995,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.73,692999.0,19953.9,,,1.0,2.0,0.0,
1-102-2026-1623,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,07-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.73,693999.0,19982.7,,,1.0,1.0,0.0,
1-102-2026-7049,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,21-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.77,695999.0,20017.23,,,1.0,1.0,0.0,
1-102-2025-135501,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,30-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.77,698999.0,20103.51,,,1.0,1.0,0.0,
1-102-2026-1672,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,07-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.77,696999.0,20045.99,,,1.0,1.0,0.0,
1-102-2025-134278,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.73,697999.0,20097.87,,,1.0,1.0,0.0,
1-102-2025-132747,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.73,697999.0,20097.87,,,1.0,2.0,0.0,
1-102-2025-133192,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.6,700999.0,20260.09,,,1.0,1.0,0.0,
1-102-2026-6606,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,20-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.6,696999.0,20144.48,,,1.0,1.0,0.0,
1-102-2026-2055,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,08-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.6,699999.0,20231.18,,,1.0,2.0,0.0,
1-102-2026-5773,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,19-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي فينتيج,Binghatti Vintage,4102,بن غاطي فينتيج,Binghatti Vintage,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.79,721999.0,20753.06,,,1.0,1.0,0.0,
1-102-2026-9943,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن ااا,The Haven III,3876,III ذا هيفين,The Haven III,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,73.22,993835.0,13573.28,,,1.0,1.0,0.0,
1-102-2025-57680,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,02-07-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,لازورد باي لابيس,LAZORD BY LAPIS,3209,لازورد باي لابيس,LAZORD BY LAPIS,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,103.74,1396392.0,13460.5,,,1.0,1.0,0.0,
1-102-2025-14810,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-02-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,لازورد باي لابيس,LAZORD BY LAPIS,3209,لازورد باي لابيس,LAZORD BY LAPIS,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,33.14,669987.0,20216.88,,,1.0,1.0,0.0,
1-102-2025-14311,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-02-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,لازورد باي لابيس,LAZORD BY LAPIS,3209,لازورد باي لابيس,LAZORD BY LAPIS,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.13,634837.0,18600.56,,,1.0,1.0,0.0,
1-102-2025-24485,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-03-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,لازورد باي لابيس,LAZORD BY LAPIS,3209,لازورد باي لابيس,LAZORD BY LAPIS,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,35.57,550000.0,15462.47,,,1.0,1.0,0.0,
1-102-2025-80539,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,لازورد باي لابيس,LAZORD BY LAPIS,3209,لازورد باي لابيس,LAZORD BY LAPIS,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,0,33.1,495000.0,14954.68,,,1.0,1.0,0.0,
2-13-2024-25867,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,30-10-2024,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,,,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,,,0,1555.01,22500000.0,14469.36,,,3.0,1.0,0.0,
1-102-2024-40311,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,06-06-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سيليا هايتس,CELIA HEIGHTS,2852,سيليا هايتس,CELIA HEIGHTS,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,42.75,482969.0,11297.52,,,1.0,1.0,0.0,
1-102-2024-40313,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,06-06-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سيليا هايتس,CELIA HEIGHTS,2852,سيليا هايتس,CELIA HEIGHTS,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,56.15,748524.0,13330.79,,,1.0,1.0,0.0,
1-102-2024-40316,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,06-06-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سيليا هايتس,CELIA HEIGHTS,2852,سيليا هايتس,CELIA HEIGHTS,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,35.24,444600.0,12616.35,,,1.0,1.0,0.0,
1-102-2024-75135,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,23-09-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سيليا هايتس,CELIA HEIGHTS,2852,سيليا هايتس,CELIA HEIGHTS,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,35.61,472320.0,13263.69,,,1.0,1.0,0.0,
1-102-2025-74955,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-08-2025,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا بيزنس بارك,Samana Business Park,3812,سامانا بيزنس بارك,Samana Business Park,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,,,1,115.5,2206733.0,19105.92,,,1.0,1.0,0.0,
2-13-2024-14570,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,08-07-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,براري هيلز ريزدينس,Barari Hills Residence,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,81.15,737760.0,9091.31,,,1.0,1.0,0.0,
1-11-2025-3069,11,1,مبايعات,Sales,بيع,Sell,24-01-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,براري هيلز ريزدينس,Barari Hills Residence,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,70.45,940000.0,13342.8,,,1.0,1.0,0.0,
3-9-2026-491,9,3,هبات,Gifts,هبه,Grant,26-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,براري هيلز ريزدينس,Barari Hills Residence,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,36.93,460622.0,12472.86,,,1.0,1.0,0.0,
1-11-2024-30416,11,1,مبايعات,Sales,بيع,Sell,16-08-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,براري هيلز ريزدينس,Barari Hills Residence,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,73.04,935000.0,12801.2,,,1.0,1.0,0.0,
1-102-2025-62772,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-07-2025,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري افنيو,Samana Barari Avenue,3829,سامانا براري افنيو,Samana Barari Avenue,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,,,1,105.3,2076713.0,19721.88,,,1.0,2.0,0.0,
1-102-2025-106674,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-10-2025,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري افنيو,Samana Barari Avenue,3829,سامانا براري افنيو,Samana Barari Avenue,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,,,1,85.69,1595989.0,18625.15,,,1.0,1.0,0.0,
2-13-2024-22486,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26-09-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,توليب أويسس 9,TULIP OASIS 9,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,78.49,743840.0,9476.88,,,1.0,1.0,0.0,
1-11-2024-22854,11,1,مبايعات,Sales,بيع,Sell,25-06-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,توليب أويسس 9,TULIP OASIS 9,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,137.2,1462040.0,10656.27,,,4.0,2.0,0.0,
2-13-2026-287,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,06-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,توليب أويسس 9,TULIP OASIS 9,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,125.73,1280000.0,10180.55,,,2.0,1.0,0.0,
1-102-2024-87231,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,17-10-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري فيوز,Samana Barari Views,2835, سمانا براري فيوز,Samana Barari Views,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,100.13,1696140.0,16939.38,,,1.0,1.0,0.0,
1-102-2024-91538,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,01-11-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري فيوز,Samana Barari Views,2835, سمانا براري فيوز,Samana Barari Views,Majan,ماجان,,,,,,,استوديو,Studio,1,41.73,685377.0,16424.09,,,1.0,3.0,0.0,
1-102-2024-7594,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,08-02-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري فيوز,Samana Barari Views,2835, سمانا براري فيوز,Samana Barari Views,Majan,ماجان,,,,,,,استوديو,Studio,1,39.21,779976.0,19892.27,,,1.0,2.0,0.0,
1-102-2024-24752,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,23-04-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري فيوز,Samana Barari Views,2835, سمانا براري فيوز,Samana Barari Views,Majan,ماجان,,,,,,,استوديو,Studio,1,38.78,815670.0,21033.26,,,1.0,2.0,0.0,
1-102-2024-35179,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,23-05-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري فيوز,Samana Barari Views,2835, سمانا براري فيوز,Samana Barari Views,Majan,ماجان,,,,,,,استوديو,Studio,1,39.23,620000.0,15804.23,,,1.0,4.0,0.0,
1-102-2024-60810,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-08-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري فيوز,Samana Barari Views,2835, سمانا براري فيوز,Samana Barari Views,Majan,ماجان,,,,,,,استوديو,Studio,1,48.42,755136.0,15595.54,,,1.0,1.0,0.0,
1-102-2024-16071,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,14-03-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري فيوز,Samana Barari Views,2835, سمانا براري فيوز,Samana Barari Views,Majan,ماجان,,,,,,,استوديو,Studio,1,48.87,740161.0,15145.52,,,1.0,1.0,0.0,
1-102-2024-110316,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,31-12-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري فيوز,Samana Barari Views,2835, سمانا براري فيوز,Samana Barari Views,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,98.57,1530144.0,15523.42,,,1.0,1.0,0.0,
1-102-2024-34517,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-05-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري فيوز,Samana Barari Views,2835, سمانا براري فيوز,Samana Barari Views,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,103.4,1569780.0,15181.62,,,1.0,1.0,0.0,
1-102-2026-9399,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,28-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,توليب أويسس 10,TULIP OASIS 10,3537,توليب أويسس 10,TULIP OASIS 10,Majan,ماجان,,,,,,,غرفة,1 B/R,1,89.7,1146000.0,12775.92,,,1.0,2.0,0.0,
1-11-2024-26508,11,1,مبايعات,Sales,بيع,Sell,18-07-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,مجمع شيرينا السكني,SHERENA RESIDENCE ,1628,شيرينا ريزيدنس,SHERENA RESIDENCE,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,84.33,800000.0,9486.54,,,1.0,1.0,0.0,
2-13-2024-24832,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,18-10-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,مجمع شيرينا السكني,SHERENA RESIDENCE ,1628,شيرينا ريزيدنس,SHERENA RESIDENCE,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,121.48,860160.0,7080.67,,,1.0,1.0,0.0,
1-11-2026-2381,11,1,مبايعات,Sales,بيع,Sell,19-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,مجمع شيرينا السكني,SHERENA RESIDENCE ,1628,شيرينا ريزيدنس,SHERENA RESIDENCE,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,40.28,485000.0,12040.71,,,1.0,2.0,0.0,
1-11-2024-20118,11,1,مبايعات,Sales,بيع,Sell,04-06-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,مجمع شيرينا السكني,SHERENA RESIDENCE ,1628,شيرينا ريزيدنس,SHERENA RESIDENCE,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,44.03,473000.0,10742.68,,,1.0,1.0,0.0,
2-13-2025-5476,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,03-03-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,مجمع شيرينا السكني,SHERENA RESIDENCE ,1628,شيرينا ريزيدنس,SHERENA RESIDENCE,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,125.63,885280.0,7046.72,,,1.0,1.0,0.0,
1-102-2024-37402,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,01-07-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,وادي 645,WADI 645,2999,وادي 645,WADI 645,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,76.42,959705.0,12558.3,,,1.0,1.0,0.0,
